,index,Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,split
50,52,2351,527356020,60,RL,80.0,16692,Pave,NA,2,Lvl,3,Inside,2,NWAmes,RRAn,Norm,1Fam,2Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,184.0,2,2,CBlock,5,4,2,5,790.0,3,469.0,133.0,1392.0,GasA,2,Y,3.0,1392,1392,0,2784,1.0,0.0,3,1,5,1,3,12,7,2,4,Attchd,1978.0,3,2.0,564.0,2,2,2,0,112,0,0,440,519,1,3,TenC,2000,7,2006,WD ,250000.0,Train
51,53,330,923226250,160,RM,21.0,1476,Pave,NA,3,Lvl,3,Inside,2,MeadowV,Norm,Norm,Twnhs,2Story,4,7,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,2,CBlock,4,4,2,7,176.0,2,0.0,370.0,546.0,GasA,4,Y,3.0,546,546,0,1092,0.0,0.0,1,1,3,1,2,5,7,0,0,NA,1980.0,0,0.0,0.0,0,0,2,200,26,0,0,0,0,0,0,NA,0,3,2010,WD ,76000.0,Train
52,54,2586,535305120,20,RL,75.0,10170,Pave,NA,3,Lvl,3,Corner,2,NAmes,Norm,Norm,1Fam,1Story,6,6,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,522.0,2,2,CBlock,4,4,2,2,0.0,2,0.0,216.0,216.0,GasA,2,Y,3.0,1575,0,0,1575,0.0,0.0,1,1,2,1,3,5,7,1,5,Attchd,1951.0,3,2.0,400.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,6,2006,WD ,155000.0,Train
53,55,224,905106140,60,RL,80.0,9364,Pave,NA,3,Lvl,3,Corner,2,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,2,2,CBlock,4,4,2,6,371.0,2,0.0,292.0,663.0,GasA,2,Y,3.0,663,689,0,1352,0.0,0.0,1,1,4,1,2,7,7,0,0,Attchd,1969.0,4,1.0,299.0,2,2,2,379,36,0,0,0,0,0,3,NA,0,3,2010,WD ,158000.0,Train
54,56,98,533212020,160,FV,24.0,2544,Pave,Pave,3,Lvl,3,Inside,2,Somerst,Norm,Norm,Twnhs,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,PConc,5,4,2,7,368.0,6,42.0,190.0,600.0,GasA,4,Y,3.0,600,600,0,1200,1.0,0.0,2,1,2,1,3,4,7,0,0,Detchd,2004.0,3,2.0,480.0,2,2,2,0,172,0,0,0,0,0,0,NA,0,2,2010,WD ,149500.0,Train
55,57,2565,534479300,20,RL,82.0,9888,Pave,NA,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1975,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,4,4,2,5,486.0,2,0.0,450.0,936.0,GasA,2,Y,2.0,936,0,0,936,0.0,0.0,1,0,2,1,2,5,7,0,0,Attchd,1954.0,3,1.0,240.0,2,2,2,0,0,160,0,0,0,0,3,NA,0,3,2006,WD ,121000.0,Train
56,58,1934,535304170,20,RL,68.0,7942,Pave,NA,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,7,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,4,4,2,4,85.0,6,955.0,0.0,1040.0,GasA,2,Y,1.0,1040,0,0,1040,0.0,1.0,1,0,3,1,2,6,7,0,0,Attchd,1953.0,4,1.0,293.0,2,2,2,0,0,0,0,0,0,0,3,NA,0,6,2007,WD ,136000.0,Train
57,59,997,527107010,60,RL,8255.16199214807,15038,Pave,NA,1,Lvl,3,Corner,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,1996,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,PConc,5,4,2,4,138.0,2,0.0,778.0,916.0,GasA,3,Y,3.0,916,720,0,1636,0.0,0.0,2,1,3,1,2,7,7,1,4,Attchd,1996.0,4,2.0,386.0,2,2,2,168,84,0,0,0,0,0,0,NA,0,11,2008,WD ,173000.0,Train
58,60,64,528382020,60,RL,92.0,11764,Pave,NA,2,Lvl,3,CulDSac,2,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,3,2,PConc,5,4,2,7,524.0,2,0.0,628.0,1152.0,GasA,4,Y,3.0,1164,1106,0,2270,0.0,0.0,2,1,4,1,3,9,7,1,5,Attchd,1999.0,4,3.0,671.0,2,2,2,132,57,0,0,0,0,0,0,NA,0,4,2010,WD ,290000.0,Train
59,61,1799,528458130,60,FV,75.0,9000,Pave,NA,3,Lvl,3,Inside,2,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,2,PConc,5,4,3,7,64.0,2,0.0,1120.0,1184.0,GasA,4,Y,3.0,1184,1426,0,2610,0.0,0.0,2,1,4,1,4,11,7,1,5,BuiltIn,2007.0,4,2.0,550.0,2,2,2,208,364,0,0,0,0,0,0,NA,0,8,2007,New,303477.0,Train
60,62,230,905109170,20,RL,11013.3714000332,20062,Pave,NA,2,Low,3,Inside,1,ClearCr,Norm,Norm,1Fam,1Story,7,7,1977,2001,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,5,4,4,6,1092.0,2,0.0,328.0,1420.0,GasA,3,Y,3.0,1483,0,0,1483,1.0,0.0,1,1,1,1,2,4,7,2,4,Attchd,1977.0,3,2.0,690.0,2,2,2,496,0,0,0,0,0,0,0,NA,0,4,2010,WD ,270000.0,Train
61,63,1295,902109160,50,RM,81.0,7308,Pave,NA,3,Lvl,3,Corner,2,OldTown,Artery,Norm,1Fam,1.5Fin,5,5,1920,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,1,1,BrkTil,4,4,2,4,360.0,2,0.0,576.0,936.0,GasA,3,N,2.0,960,780,0,1740,0.0,0.0,1,0,2,1,4,6,7,1,5,Detchd,1920.0,3,1.0,225.0,1,1,0,0,0,236,0,0,0,0,0,NA,0,6,2008,WD ,122250.0,Train
62,64,638,535178120,20,RL,70.0,8750,Pave,NA,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,AsbShng,AsbShng,None,0.0,2,2,CBlock,4,4,2,4,172.0,3,483.0,727.0,1382.0,GasA,3,Y,2.0,1382,0,0,1382,0.0,1.0,1,0,3,1,3,6,7,0,0,Attchd,1955.0,3,1.0,350.0,2,2,2,280,0,0,0,0,0,0,2,NA,0,7,2009,WD ,153000.0,Train
63,65,2278,923202134,20,RL,70.0,8402,Pave,NA,3,Lvl,3,Inside,2,Mitchel,Feedr,Norm,1Fam,1Story,5,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,5,4,2,6,206.0,2,0.0,914.0,1120.0,GasA,4,Y,3.0,1120,0,0,1120,0.0,0.0,1,0,3,1,2,6,7,0,0,NA,1980.0,0,0.0,0.0,0,0,2,0,30,0,0,0,0,0,0,NA,0,12,2007,New,147000.0,Train
64,66,2202,909252150,70,RL,63.0,4000,Pave,NA,3,Lvl,3,Inside,2,Crawfor,Norm,Norm,1Fam,2Story,7,8,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,5,4,2,7,246.0,2,0.0,285.0,531.0,GasA,2,Y,3.0,567,531,0,1098,1.0,0.0,1,0,2,1,2,5,7,1,5,Detchd,1930.0,3,1.0,216.0,2,2,2,0,0,0,0,0,0,0,3,NA,0,6,2007,WD ,148500.0,Train
65,67,2833,908188150,160,RM,32.0,3363,Pave,NA,3,Lvl,3,Inside,2,Edwards,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,117.0,3,2,PConc,5,4,2,2,0.0,2,0.0,976.0,976.0,GasA,4,Y,3.0,976,732,0,1708,0.0,0.0,2,0,3,1,3,7,3,0,0,Detchd,2004.0,3,2.0,380.0,2,2,2,0,40,0,0,0,0,0,0,NA,0,4,2006,WD ,130000.0,Train
66,68,1707,528150040,20,RL,94.0,13615,Pave,NA,2,HLS,3,Corner,1,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,Stone,510.0,4,2,PConc,6,4,4,2,0.0,2,0.0,1802.0,1802.0,GasA,4,Y,3.0,1802,0,0,1802,0.0,0.0,2,1,3,1,4,7,7,1,5,Attchd,2006.0,4,3.0,843.0,2,2,2,158,105,0,0,0,0,0,0,NA,0,6,2007,WD ,372000.0,Train
67,69,2428,528228565,120,RL,43.0,3013,Pave,NA,3,Lvl,3,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,145.0,3,2,PConc,5,4,4,7,16.0,2,0.0,1346.0,1362.0,GasA,4,Y,3.0,1506,0,0,1506,0.0,0.0,2,0,2,1,3,6,7,1,5,Attchd,2005.0,4,2.0,440.0,2,2,2,142,20,0,0,0,0,0,0,NA,0,4,2006,WD ,213490.0,Train
68,70,242,905453080,20,RL,44.0,17485,Pave,NA,1,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,96.0,3,2,PConc,5,4,4,7,1346.0,2,0.0,162.0,1508.0,GasA,4,Y,3.0,1508,0,0,1508,1.0,0.0,1,0,1,1,3,5,7,2,4,Attchd,2009.0,3,2.0,572.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,1,2010,Con,308030.0,Train
69,71,1564,914453045,20,RL,13027.12779098118,23730,Pave,NA,1,Lvl,3,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,668.0,3,2,PConc,6,4,3,7,700.0,2,0.0,1140.0,1840.0,GasA,4,Y,3.0,2032,0,0,2032,1.0,0.0,3,0,3,1,3,7,7,0,0,Attchd,1996.0,4,3.0,786.0,2,2,2,0,46,192,0,0,0,0,0,NA,0,9,2008,WD ,300000.0,Train
70,72,2613,535403150,20,RL,79.0,8910,Pave,NA,3,Lvl,3,Corner,2,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,2,2,CBlock,4,4,3,6,655.0,2,0.0,0.0,655.0,GasA,4,Y,3.0,1194,0,0,1194,0.0,1.0,1,0,3,1,2,6,7,1,3,BuiltIn,1954.0,4,2.0,539.0,2,2,2,0,0,192,0,0,0,0,0,NA,0,7,2006,WD ,159500.0,Train
71,73,2832,908188140,160,RM,24.0,2522,Pave,NA,3,Lvl,3,Inside,2,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,3,2,PConc,5,4,2,2,0.0,2,0.0,970.0,970.0,GasA,4,Y,3.0,970,739,0,1709,0.0,0.0,2,0,3,1,3,7,3,0,0,Detchd,2004.0,3,2.0,380.0,2,2,2,0,40,0,0,0,0,0,0,NA,0,4,2006,WD ,137500.0,Train
72,74,2459,528439030,20,RL,73.0,8688,Pave,NA,3,Lvl,3,Inside,2,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,228.0,3,2,PConc,5,4,3,2,0.0,2,0.0,1616.0,1616.0,GasA,4,Y,3.0,1616,0,0,1616,0.0,0.0,2,0,3,1,3,7,7,0,0,Attchd,2005.0,3,3.0,834.0,2,2,2,208,59,0,0,0,0,0,0,NA,0,4,2006,WD ,232000.0,Train
73,75,1360,903452025,30,RM,3453.000827583735,6291,Grvl,NA,2,Lvl,3,Inside,2,IDOTRR,RRNe,Norm,1Fam,1Story,6,6,1930,1950,Gable,CompShg,Stucco,Wd Shng,None,0.0,3,3,BrkTil,4,4,2,2,0.0,2,0.0,768.0,768.0,GasA,2,Y,3.0,768,0,0,768,0.0,0.0,1,0,1,1,2,4,7,0,0,Detchd,1930.0,3,2.0,440.0,2,2,0,0,0,84,0,0,0,0,0,NA,0,7,2008,WD ,93850.0,Train
74,76,2723,905200380,30,RL,9622.737556447802,17529,Pave,NA,3,Lvl,3,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,Stone,65.0,2,2,BrkTil,4,4,2,2,0.0,2,0.0,872.0,872.0,GasA,1,N,1.0,872,0,0,872,0.0,0.0,1,0,2,1,1,5,4,1,5,Detchd,1924.0,3,1.0,322.0,1,1,0,0,0,116,0,0,0,0,0,NA,0,4,2006,WD ,105000.0,Train
75,77,1350,903235100,30,RM,60.0,6324,Pave,NA,2,Lvl,3,Inside,2,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,4,4,2,2,0.0,2,0.0,520.0,520.0,GasA,1,N,3.0,520,0,0,520,0.0,0.0,1,0,1,1,1,4,7,0,0,Detchd,1920.0,3,1.0,240.0,1,2,2,49,0,87,0,0,0,0,0,NA,0,5,2008,WD ,68500.0,Train
76,78,136,535106190,90,RL,80.0,11600,Pave,NA,3,Lvl,3,Corner,2,NAmes,Feedr,Norm,Duplex,2Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,361.0,2,2,CBlock,4,4,2,4,443.0,2,0.0,662.0,1105.0,GasA,2,Y,2.0,1105,1169,0,2274,0.0,0.0,2,0,5,2,2,12,7,0,0,Detchd,1960.0,3,2.0,480.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,1,2010,WD ,154300.0,Train
77,79,2235,910201050,50,RM,50.0,7288,Pave,NA,3,Lvl,3,Inside,2,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1925,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,4,2,2,2,0.0,2,0.0,936.0,936.0,GasA,4,Y,3.0,936,665,0,1601,0.0,0.0,2,0,3,1,2,6,7,0,0,NA,1980.0,0,0.0,0.0,0,0,0,0,0,0,176,0,0,0,0,NA,0,9,2007,WD ,129850.0,Train
78,80,1993,902301130,70,RM,35.0,4571,Pave,Grvl,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,4,4,2,5,168.0,2,0.0,448.0,616.0,GasA,4,Y,3.0,616,616,0,1232,0.0,0.0,1,0,3,1,2,6,7,0,0,Detchd,1920.0,3,2.0,480.0,1,1,2,280,0,143,0,0,0,0,0,NA,0,6,2007,WD ,114000.0,Train
79,81,367,527214050,20,RL,63.0,17423,Pave,NA,2,Lvl,3,CulDSac,2,StoneBr,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,748.0,4,2,PConc,6,4,2,7,1904.0,2,0.0,312.0,2216.0,GasA,4,Y,3.0,2234,0,0,2234,1.0,0.0,2,0,1,1,4,9,7,1,5,Attchd,2009.0,4,3.0,1166.0,2,2,2,0,60,0,0,0,0,0,0,NA,0,7,2009,New,501837.0,Train
80,82,1309,902300215,50,RM,100.0,12665,Pave,Grvl,2,Lvl,3,Inside,2,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,4,4,3,2,0.0,2,0.0,876.0,876.0,GasA,3,Y,3.0,876,540,0,1416,0.0,0.0,1,1,4,1,2,7,7,1,5,Detchd,1949.0,3,3.0,720.0,2,2,2,418,0,194,0,0,0,0,0,NA,0,6,2008,WD ,153900.0,Train
81,83,402,527425110,20,RL,60.0,9000,Pave,NA,3,Lvl,3,FR2,2,NAmes,Norm,Norm,1Fam,1Story,4,7,1971,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,CBlock,4,4,2,6,240.0,2,0.0,624.0,864.0,GasA,3,Y,3.0,864,0,0,864,0.0,0.0,1,0,3,1,2,5,7,0,0,Detchd,1986.0,3,2.0,576.0,2,2,2,200,0,0,0,0,0,0,2,NA,0,7,2009,WD ,130000.0,Train
82,84,1592,923203140,120,RM,32.0,4500,Pave,NA,3,Lvl,3,FR2,2,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1997,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,197.0,2,2,PConc,6,4,2,7,864.0,2,0.0,325.0,1189.0,GasA,4,Y,3.0,1189,0,0,1189,1.0,0.0,2,0,2,1,2,4,7,0,0,Attchd,1997.0,3,2.0,392.0,2,2,2,0,122,0,0,0,0,0,0,NA,0,4,2008,WD ,160500.0,Train
83,85,2409,528186110,120,RL,48.0,6373,Pave,NA,3,Lvl,3,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,572.0,4,2,PConc,6,5,2,7,415.0,2,0.0,1251.0,1666.0,GasA,4,Y,3.0,1666,0,0,1666,1.0,0.0,2,0,2,1,3,6,7,1,5,Attchd,2006.0,3,2.0,575.0,2,2,2,228,75,0,0,0,0,0,0,NA,0,6,2006,New,310090.0,Train
84,87,1940,535327200,20,RL,70.0,13300,Pave,NA,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,5,4,2,4,377.0,2,0.0,551.0,928.0,GasA,2,Y,3.0,928,0,0,928,0.0,0.0,1,0,2,1,2,4,7,0,0,Attchd,1956.0,3,1.0,252.0,2,2,2,261,0,156,0,0,0,0,0,NA,0,6,2007,WD ,132000.0,Train
85,88,588,534129370,20,RL,80.0,9600,Pave,NA,3,Lvl,3,Inside,2,NWAmes,Feedr,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,2,2,CBlock,5,4,3,6,553.0,4,147.0,588.0,1288.0,GasA,2,Y,3.0,1336,0,0,1336,0.0,1.0,2,0,3,1,2,6,7,1,3,Attchd,1969.0,3,2.0,502.0,2,2,2,312,11,0,0,0,0,0,0,Shed,650,8,2009,WD ,163000.0,Train
86,89,96,533210060,160,FV,30.0,3215,Pave,Pave,3,Lvl,3,Inside,2,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,BrkFace,120.0,3,2,PConc,5,4,3,7,280.0,2,0.0,320.0,600.0,GasA,4,Y,3.0,600,600,0,1200,0.0,0.0,2,1,2,1,3,4,7,0,0,Detchd,2004.0,3,2.0,480.0,2,2,2,0,172,0,0,0,0,0,0,NA,0,4,2010,ConLD,155000.0,Train
87,90,1187,534127210,80,RL,6095.369832390886,11104,Pave,NA,2,Lvl,3,Inside,2,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1969,1969,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,4,4,3,7,828.0,2,0.0,599.0,1427.0,GasA,3,Y,3.0,1427,0,0,1427,0.0,1.0,2,0,4,1,2,7,7,0,0,Attchd,1969.0,3,2.0,516.0,2,2,2,0,0,0,0,216,0,0,0,NA,0,5,2008,WD ,183000.0,Train
88,91,2154,907280090,60,RL,8396.256701110347,15295,Pave,NA,0,Lvl,3,Corner,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,254.0,3,2,PConc,5,4,3,7,762.0,2,0.0,98.0,860.0,GasA,4,Y,3.0,1212,780,0,1992,1.0,0.0,2,1,3,1,3,7,5,2,4,Attchd,1996.0,3,2.0,608.0,2,2,2,225,32,0,0,0,0,0,0,NA,0,6,2007,WD ,211000.0,Train
89,92,550,531452260,60,RL,70.0,9109,Pave,NA,3,Lvl,3,Inside,2,SawyerW,RRAe,Norm,1Fam,2Story,7,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,4,2,3,36.0,7,596.0,122.0,754.0,GasA,4,Y,3.0,754,786,0,1540,1.0,0.0,2,1,3,1,3,6,7,0,0,Attchd,1994.0,3,2.0,495.0,2,2,2,140,32,0,0,0,0,0,0,NA,0,10,2009,WD ,184000.0,Train
90,93,811,906226100,90,RL,64.0,7018,Pave,NA,3,Bnk,3,Inside,2,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,Y,3.0,1535,0,0,1535,0.0,0.0,2,0,4,2,2,8,7,0,0,Attchd,1979.0,3,2.0,400.0,2,2,2,0,0,0,0,0,0,0,4,NA,0,6,2009,WD ,118858.0,Train
91,94,124,534403410,80,RL,7746.781834564147,14112,Pave,NA,2,Lvl,3,Corner,2,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86.0,2,2,PConc,4,4,3,7,1014.0,2,0.0,138.0,1152.0,GasA,2,Y,3.0,1152,0,0,1152,1.0,0.0,1,0,3,1,2,6,7,1,5,Attchd,1964.0,3,2.0,484.0,2,2,2,227,0,0,0,0,0,0,0,NA,0,4,2010,WD ,180500.0,Train
92,95,1836,533206060,120,FV,80.0,3523,Pave,Pave,2,Lvl,3,Inside,2,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,30.0,3,2,PConc,5,4,2,7,60.0,2,0.0,1081.0,1141.0,GasA,4,Y,3.0,1151,0,0,1151,1.0,0.0,2,0,2,1,3,5,7,0,0,Attchd,2006.0,4,2.0,484.0,2,2,2,0,60,0,0,0,0,0,0,NA,0,2,2007,New,166000.0,Train
93,96,779,905200350,80,RL,88.0,15312,Pave,NA,3,Lvl,3,Inside,2,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,54.0,2,2,CBlock,4,4,3,5,588.0,2,0.0,550.0,1138.0,GasA,4,Y,3.0,1138,0,0,1138,0.0,1.0,1,0,3,1,2,6,7,1,4,Attchd,1960.0,3,2.0,480.0,2,2,2,0,0,0,0,140,0,0,3,NA,0,3,2009,COD,148000.0,Train
94,97,1886,534276180,20,RL,74.0,7450,Pave,NA,2,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,4,4,2,4,438.0,3,206.0,250.0,894.0,GasA,3,Y,3.0,1074,0,0,1074,0.0,0.0,1,0,2,1,3,6,6,1,5,Detchd,1966.0,3,2.0,396.0,2,2,2,0,72,0,0,0,0,0,2,NA,0,1,2007,WD ,124000.0,Train
95,98,1724,528186090,120,RL,60.0,7313,Pave,NA,3,Lvl,3,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,246.0,4,2,PConc,6,4,2,7,1153.0,2,0.0,408.0,1561.0,GasA,4,Y,3.0,1561,0,0,1561,1.0,0.0,2,0,2,1,4,6,7,1,5,Attchd,2005.0,4,2.0,556.0,2,2,2,203,47,0,0,0,0,0,0,NA,0,8,2007,WD ,277500.0,Train
96,99,2450,528358030,60,RL,83.0,10019,Pave,NA,2,Lvl,3,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Hip,CompShg,VinylSd,VinylSd,BrkFace,397.0,3,2,PConc,5,4,2,6,527.0,2,0.0,815.0,1342.0,GasA,4,Y,3.0,1358,1368,0,2726,0.0,0.0,2,1,4,1,3,9,7,1,6,Attchd,1995.0,3,3.0,725.0,2,2,2,307,169,168,0,0,0,0,0,NA,0,6,2006,WD ,350000.0,Train
97,100,1013,527214030,20,RL,53.0,15401,Pave,NA,2,HLS,3,CulDSac,2,StoneBr,Norm,Norm,1Fam,1Story,9,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,296.0,4,2,PConc,6,4,4,7,1337.0,2,0.0,547.0,1884.0,GasA,4,Y,3.0,1884,0,0,1884,1.0,0.0,2,0,2,1,4,7,7,1,5,Attchd,2004.0,4,3.0,670.0,2,2,2,214,76,0,0,0,0,0,0,NA,0,9,2008,WD ,387000.0,Train
98,101,2084,905476170,30,RL,58.0,9098,Pave,NA,2,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1Story,4,7,1920,2002,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,4,4,3,6,348.0,2,0.0,180.0,528.0,GasA,4,Y,3.0,605,0,0,605,1.0,0.0,1,0,2,1,2,5,7,0,0,NA,1980.0,0,0.0,0.0,0,0,0,0,0,144,0,0,0,0,0,NA,0,7,2007,WD ,86000.0,Train
99,102,1184,533350120,20,RL,103.0,16280,Pave,NA,3,Lvl,3,Inside,2,Veenker,Norm,Norm,1Fam,1Story,8,9,1976,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,CBlock,5,6,3,7,1044.0,4,382.0,0.0,1426.0,GasA,4,Y,3.0,1671,0,0,1671,1.0,0.0,3,0,3,1,4,6,7,1,5,Attchd,1976.0,3,2.0,550.0,2,2,2,280,90,0,0,0,0,0,2,NA,0,5,2008,WD ,290000.0,Train
100,103,728,902477130,30,C (all),72.0,9392,Pave,NA,3,Lvl,3,Corner,2,IDOTRR,Norm,Norm,1Fam,1Story,3,3,1900,1950,Mansard,CompShg,AsbShng,AsbShng,None,0.0,2,1,CBlock,3,4,2,2,0.0,2,0.0,245.0,245.0,GasA,2,N,3.0,797,0,0,797,0.0,0.0,1,0,2,1,2,5,7,0,0,NA,1980.0,0,0.0,0.0,0,0,0,0,36,94,0,0,0,0,0,NA,0,9,2009,WD ,44000.0,Train
101,104,950,914474070,60,RL,71.0,12209,Pave,NA,2,Lvl,3,CulDSac,2,Mitchel,Norm,Norm,1Fam,2Story,6,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,6,4,2,6,690.0,2,0.0,114.0,804.0,GasA,4,Y,3.0,804,1157,0,1961,1.0,0.0,2,1,3,1,3,7,7,1,4,BuiltIn,2001.0,4,2.0,560.0,2,2,2,125,192,0,0,0,0,0,0,NA,0,6,2009,WD ,215000.0,Train
